"","caseid","government_should_regulate_businesses_wave_1","racial_discrimination_hurts_black_people_wave_1","immigrants_strengthen_country_wave_1","corporations_make_too_much_profit_wave_1","homosexuality_should_be_accepted_wave_1","stricter_environmental_laws_damaging_wave_1","government_wasteful_inefficient_wave_1","poor_people_have_it_easy_wave_1","government_cannot_afford_to_help_needy_wave_1","best_way_peace_military_strength_wave_1","government_should_regulate_businesses_wave_5","racial_discrimination_hurts_black_people_wave_5","immigrants_strengthen_country_wave_5","corporations_make_too_much_profit_wave_5","homosexuality_should_be_accepted_wave_5","stricter_environmental_laws_damaging_wave_5","government_wasteful_inefficient_wave_5","poor_people_have_it_easy_wave_5","government_cannot_afford_to_help_needy_wave_5","best_way_peace_military_strength_wave_5","treat","bot_followers","substantive_question_correct_wave_2","substantive_question_correct_wave_3","substantive_question_correct_wave_4","animal_correct_wave_2","animal_correct_wave_3","animal_correct_wave_4","party_id_wave_1","party_id_weak_strong_wave_1","political_wave_1","freq_twitter_wave_1","bin_maker","percent_co_party","ideo_homogeneity_offline","friends_count_wave_1","gender","education","family_income","birth_year","northeast","north_central","south","west","endtime_wave_5","how_often_visit_twitter_wave_1","how_often_visit_twitter_wave_5","ideology_seven_point_wave_1","ideology_seven_point_wave_5"
"85",85,7,6,7,7,7,1,2,1,1,1,7,7,7,7,7,1,1,1,1,2,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,70,837,2,6,NA,1943.5,1,0,0,0,2017-11-18 12:38:31.759478,1,1,1,1
"86",86,5,5,5,5,7,5,5,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,NA,0,0,NA,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",0.863872024964264,80,837,1,NA,3,1954,0,0,1,0,NA,1,NA,2,NA
"87",87,7,7,6,4,7,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",0.951950522167156,70,837,1,NA,11,1964,0,1,0,0,NA,1,NA,1,NA
"88",88,7,7,6,7,6,1,2,1,1,2,7,6,6,6,6,1,3,2,2,3,0,0,0,0,NA,0,0,NA,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,40,837,1,6,10,1943.5,0,0,1,0,2017-11-20 13:05:44.785746,1,1,1,1
"89",89,7,6,7,7,7,1,1,1,1,2,7,5,6,7,7,1,2,1,1,2,1,1,NA,1,0,NA,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,70,837,2,5,7,1943.5,1,0,0,0,2017-11-19 09:26:49.325172,1,1,2,2
"90",90,7,5,7,5,7,2,1,1,2,2,7,5,7,2,7,2,2,1,1,2,1,1,0,1,1,1,1,1,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,55,837,1,6,13,1954,1,0,0,0,2017-11-18 12:40:42.670822,1,1,2,2
"91",91,7,7,6,7,7,1,6,1,1,1,7,7,7,7,7,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,50,837,2,6,9,1964,0,0,0,1,2017-11-18 11:25:32.558155,1,1,1,1
"92",92,7,7,7,6,7,1,1,1,1,1,7,7,7,7,7,1,1,1,1,2,1,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,70,837,2,5,9,1954,0,1,0,0,2017-11-18 12:28:47.659203,1,1,2,2
"93",93,7,7,7,7,7,1,2,1,1,3,7,6,7,6,7,1,2,1,1,4,1,1,NA,0,0,NA,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,60,837,1,5,NA,1964,0,0,1,0,2017-11-22 15:22:43.150944,1,2,1,1
"94",94,7,5,7,7,7,1,2,2,2,1,7,7,7,7,7,1,5,2,1,2,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,25,837,1,4,8,NA,0,1,0,0,2017-11-19 14:57:40.801428,1,1,2,1
"95",95,5,5,6,6,6,2,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,50,NA,2,5,4,1984.5,0,1,0,0,NA,1,NA,2,NA
"96",96,7,6,6,7,7,1,2,1,1,2,7,5,6,7,7,1,4,1,1,3,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,40,837,2,5,11,1954,0,1,0,0,2017-11-18 18:53:37.829372,1,1,1,1
"97",97,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,1,1,1,1,2,1,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,75,837,1,6,8,1984.5,0,0,0,1,2017-11-20 13:41:13.617126,1,1,1,1
"98",98,7,5,7,6,7,2,2,2,2,4,6,5,6,6,7,1,1,3,2,5,1,1,1,1,1,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,70,837,1,4,NA,1954,0,0,0,1,2017-11-18 11:33:27.630554,1,1,2,2
"99",99,7,5,5,6,6,1,3,3,1,4,7,2,5,4,7,1,5,3,2,6,1,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",1,60,837,1,6,7,NA,1,0,0,0,2017-11-18 11:51:18.377365,1,1,2,2
"100",100,7,6,7,6,6,6,5,1,1,1,7,7,7,6,6,1,5,1,3,3,1,1,1,1,1,1,1,1,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",0.971958095708649,60,837,2,NA,6,1954,0,0,0,1,2017-11-20 07:21:20.534002,1,1,4,4
"101",101,6,1,7,1,7,1,7,1,1,1,7,2,6,1,7,1,6,1,1,1,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,80,837,1,5,11,1964,0,0,0,1,2017-11-18 19:28:26.949776,1,1,2,2
"102",102,7,3,7,7,7,3,2,2,1,5,7,3,7,7,7,1,1,2,5,5,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,60,837,1,2,NA,1954,0,0,0,1,2017-11-18 21:36:22.830893,1,1,1,1
"103",103,7,7,7,7,7,1,4,1,1,1,7,7,7,7,7,1,7,1,1,1,1,1,0,0,0,1,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,70,837,1,3,7,NA,0,0,1,0,2017-11-18 16:38:06.005098,1,1,1,1
"104",104,5,6,6,5,7,3,2,2,2,3,7,5,6,4,7,1,3,3,3,5,1,1,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,95,837,1,6,NA,1954,1,0,0,0,2017-11-18 12:40:27.839794,1,1,1,1
"105",105,7,2,4,6,7,1,1,1,2,1,7,2,4,4,7,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",1,40,837,NA,6,6,1943.5,0,0,0,1,2017-11-18 22:27:52.764536,1,1,1,1
"106",106,6,6,7,7,7,2,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",1,90,837,2,5,NA,1984.5,0,0,0,1,NA,1,NA,2,NA
"107",107,7,5,7,7,7,1,6,2,1,2,7,5,6,7,7,2,5,1,1,3,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",1,50,837,2,6,8,NA,1,0,0,0,2017-11-18 14:02:07.962851,1,1,2,2
"108",108,7,5,7,7,7,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",1,80,837,1,NA,NA,1995,0,0,1,0,NA,1,NA,1,NA
"109",109,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,50,2511,1,4,NA,1964,1,0,0,0,2017-11-20 13:49:49.937866,1,1,2,1
"110",110,6,5,7,5,7,1,2,1,7,4,6,7,7,5,7,1,1,1,1,4,1,1,0,1,0,1,1,1,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,70,837,1,5,2,1943.5,0,0,1,0,2017-11-18 07:39:40.293274,1,2,2,2
"111",111,6,7,7,7,6,1,2,1,1,1,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,25,837,1,5,7,1974,0,0,1,0,2017-11-18 05:08:42.52039,1,1,1,1
"112",112,7,6,7,6,7,1,1,1,2,2,7,6,7,6,7,1,2,2,2,4,1,1,1,1,1,1,0,1,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,90,837,2,5,NA,1995,0,0,1,0,2017-11-18 11:03:22.595467,1,1,1,2
"113",113,7,6,7,7,7,1,1,1,1,5,7,6,7,7,7,1,2,1,1,5,1,1,1,1,1,1,1,1,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,99,837,2,5,6,1954,1,0,0,0,2017-11-20 11:31:34.19548,1,1,2,2
"114",114,7,6,6,6,7,2,5,1,5,4,6,6,6,6,6,1,2,1,2,3,1,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,85,837,1,3,NA,1943.5,0,0,0,1,2017-11-18 21:44:11.642801,1,1,2,1
"115",115,7,4,7,7,7,7,3,1,7,4,7,6,6,7,7,1,1,1,1,2,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",1,90,837,1,6,11,1943.5,1,0,0,0,2017-11-18 15:03:31.759495,1,1,1,1
"116",116,7,5,7,7,7,1,4,4,1,1,7,7,7,6,7,1,4,2,1,2,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,50,NA,1,5,9,1964,0,0,1,0,2017-11-18 15:43:27.129883,1,2,1,2
"117",117,7,5,5,5,7,1,1,1,1,5,7,5,5,5,7,1,2,1,2,4,1,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,30,2511,1,5,4,1984.5,0,0,0,1,2017-11-22 15:24:15.580164,1,1,1,1
"118",118,6,3,5,7,4,4,7,5,2,4,5,7,5,7,7,5,7,6,1,4,1,1,1,1,1,0,1,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",1,60,837,2,6,9,1964,0,0,1,0,2017-11-18 16:36:26.657564,1,1,5,4
"119",119,7,6,6,7,4,2,4,1,1,2,7,6,6,7,4,1,2,1,1,2,1,1,0,NA,NA,0,NA,NA,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,100,837,2,6,8,1943.5,0,1,0,0,2017-11-17 22:03:14.146704,1,1,2,3
"120",120,7,5,6,5,7,1,2,1,1,3,7,5,7,5,7,1,5,1,1,4,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",1,50,837,1,6,NA,1984.5,0,0,1,0,2017-11-18 17:29:24.048277,1,1,2,2
"121",121,7,6,6,7,7,2,5,2,5,2,7,7,6,7,7,1,1,1,2,1,1,1,0,0,0,0,0,1,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",1,20,837,1,5,7,NA,0,0,1,0,2017-11-18 13:29:09.509266,1,2,3,3
"122",122,6,5,5,NA,7,1,1,1,2,2,6,3,5,7,7,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",1,20,837,2,6,NA,1964,0,0,1,0,2017-11-18 22:38:06.351625,1,4,2,2
"123",123,5,5,5,5,5,3,3,1,2,4,5,5,7,5,7,3,3,2,1,3,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,80,837,2,6,9,1954,1,0,0,0,2017-11-18 18:59:25.093979,1,1,2,2
"124",124,7,6,7,7,7,1,4,1,1,2,7,6,6,7,7,1,4,1,1,2,1,1,1,1,0,1,1,1,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,75,837,1,4,9,1943.5,0,0,0,1,2017-11-18 11:26:02.572969,1,1,2,2
"125",125,6,5,7,5,7,1,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,1,1,NA,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,60,837,2,5,5,1984.5,0,0,1,0,NA,1,NA,2,NA
"126",126,6,5,6,7,7,1,2,1,1,3,6,5,6,7,7,1,3,2,2,3,1,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,95,837,2,5,16,1943.5,0,0,0,1,2017-11-18 17:52:03.33848,1,2,1,2
"127",127,7,7,7,4,7,1,3,1,1,3,7,6,7,7,7,1,1,1,1,1,1,0,1,0,NA,1,0,NA,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,60,837,2,5,6,1984.5,0,0,0,1,2017-11-18 11:24:15.394369,1,1,2,2
"128",128,6,7,6,5,7,1,2,1,1,2,6,6,7,5,7,1,2,2,1,2,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",0.951950522167156,90,837,2,5,4,NA,0,0,1,0,2017-11-18 12:17:13.546492,1,1,2,1
"129",129,7,6,6,7,7,2,2,2,2,3,7,6,6,6,7,2,1,1,1,3,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,70,837,1,6,9,1984.5,1,0,0,0,2017-11-18 15:44:43.604359,1,1,2,2
"130",130,7,7,6,7,7,1,1,1,1,4,7,7,7,6,7,1,1,1,1,3,1,1,1,0,1,1,1,1,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",0.983028873776381,65,837,NA,6,10,1943.5,0,1,0,0,2017-11-19 01:06:18.299959,1,1,1,1
"131",131,4,6,7,7,7,7,5,1,1,2,2,6,7,7,7,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",0.971958095708649,65,837,1,2,NA,NA,1,0,0,0,2017-11-19 10:45:42.745609,1,1,2,3
"132",132,7,5,6,6,7,1,2,1,1,5,7,5,5,7,7,1,2,1,1,4,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",1,60,837,1,5,NA,1984.5,0,0,0,1,2017-11-19 06:59:30.078791,1,2,1,1
"133",133,7,7,7,6,7,1,5,1,1,2,6,7,7,7,7,2,3,1,1,2,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",0.946161173237717,95,837,2,6,NA,1964,0,0,0,1,2017-11-18 15:03:38.331348,1,1,1,1
"134",134,5,7,7,6,7,2,2,1,1,3,6,7,7,7,7,2,3,1,2,3,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",0.976179098526697,60,2511,1,NA,NA,1984.5,0,1,0,0,2017-11-18 20:20:55.378519,1,1,1,1
"135",135,6,6,7,5,7,1,3,2,1,5,6,6,6,7,7,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,75,837,2,5,NA,1954,1,0,0,0,2017-11-18 11:34:10.050722,1,1,3,4
"136",136,7,6,6,4,7,2,2,2,2,2,7,6,7,4,7,2,2,1,2,2,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",0.974110858592699,70,837,2,6,NA,1954,1,0,0,0,2017-11-20 13:32:18.822624,1,1,2,2
"137",137,7,6,7,7,6,1,5,1,1,1,7,7,7,7,6,1,5,1,1,1,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",1,75,837,2,5,4,NA,0,1,0,0,2017-11-18 11:36:56.027845,1,1,2,1
"138",138,6,6,7,6,7,1,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",1,40,837,2,5,9,1984.5,0,0,1,0,NA,1,NA,2,NA
"139",139,7,6,7,7,7,1,2,2,2,4,5,2,7,7,7,1,2,4,4,4,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",0.913534941712817,90,2511,NA,6,NA,1964,0,0,1,0,2017-11-18 22:46:24.693033,1,1,1,1
"140",140,6,7,7,6,7,1,6,1,1,1,7,7,7,7,7,1,5,1,1,6,1,1,1,1,1,1,1,1,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,10,837,1,5,7,1964,0,0,1,0,2017-11-18 12:20:38.310249,1,1,2,2
"141",141,7,5,7,5,7,1,1,1,1,5,5,7,6,6,7,1,1,7,1,3,1,1,0,1,0,0,1,1,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,80,837,2,6,NA,1943.5,0,0,0,1,2017-11-18 22:28:55.847654,1,1,3,3
"142",142,7,4,6,4,7,2,6,4,2,1,6,5,6,4,6,3,6,3,4,2,1,1,1,1,1,1,1,1,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",0.910812764814086,90,837,2,5,7,NA,1,0,0,0,2017-11-18 15:22:29.212109,1,1,1,1
"143",143,7,6,7,6,7,1,5,1,2,3,7,7,7,7,7,1,5,1,1,1,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",0.966548863231934,95,837,2,5,12,NA,0,0,1,0,2017-11-19 04:38:17.412895,1,3,1,1
"144",144,6,6,6,2,6,2,3,2,2,5,6,6,7,5,7,2,2,2,2,3,1,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",1,90,837,1,6,11,1943.5,1,0,0,0,2017-11-18 12:03:51.072227,1,1,2,2
"145",145,7,6,5,5,7,1,2,2,1,3,6,6,5,4,7,1,2,3,2,3,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,60,837,1,6,9,1954,0,0,1,0,2017-11-18 11:48:41.604219,1,1,1,1
"146",146,7,7,6,5,6,2,5,1,1,5,7,7,7,6,6,1,2,1,1,5,1,1,1,1,0,1,0,1,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,50,837,1,3,4,1954,0,0,1,0,2017-11-18 13:16:26.578152,1,1,1,1
"147",147,6,7,6,6,7,1,2,1,1,4,7,7,6,7,7,1,2,2,1,2,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,45,837,2,5,4,1954,0,0,0,1,2017-11-18 11:19:42.879049,1,1,2,1
"148",148,6,7,7,7,7,1,3,1,2,5,7,7,7,7,7,1,3,2,2,5,1,1,1,1,0,0,1,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,60,837,1,5,14,1954,1,0,0,0,2017-11-19 02:56:28.745674,1,1,2,2
"149",149,5,6,7,5,7,3,5,4,5,4,6,5,7,5,3,2,6,2,1,3,1,1,1,1,1,0,0,1,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",0.893178466407402,97,837,2,2,5,NA,0,0,1,0,2017-11-18 17:58:12.856905,1,1,4,4
"150",150,7,5,6,5,5,1,2,4,4,6,7,2,6,6,6,1,1,1,4,5,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",1,70,837,1,4,7,NA,0,0,1,0,2017-11-18 14:06:53.990883,1,1,3,2
"151",151,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",0.966548863231934,60,NA,1,6,10,NA,1,0,0,0,2017-11-20 02:08:28.184511,1,1,1,1
"152",152,7,7,7,7,7,1,2,1,2,1,7,6,7,7,7,1,3,1,2,1,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",0.957470660150156,100,837,1,5,2,NA,1,0,0,0,2017-11-18 12:14:52.087269,1,1,1,1
"153",153,6,6,6,5,6,2,2,2,1,5,7,6,6,4,6,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,100,837,1,3,6,1943.5,0,1,0,0,2017-11-19 15:26:18.356615,1,1,2,2
"154",154,6,5,7,4,7,1,2,2,2,4,7,6,7,5,7,2,2,2,1,4,1,1,1,0,1,1,1,1,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",0.983028873776381,40,837,1,4,NA,1954,1,0,0,0,2017-11-18 13:18:52.130823,1,1,3,3
"155",155,7,7,7,4,7,1,2,1,1,1,7,7,7,6,7,1,1,1,1,3,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,20,837,1,5,8,1984.5,0,1,0,0,2017-11-18 11:24:35.876965,1,1,2,2
"156",156,6,6,6,7,7,1,3,2,1,3,6,6,5,7,7,2,3,1,2,3,1,1,1,1,1,0,1,1,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,70,2511,2,5,12,1954,0,1,0,0,2017-11-18 12:11:31.086847,1,1,2,2
"157",157,7,1,7,7,7,1,1,1,1,1,6,6,6,6,6,1,6,1,1,1,1,1,0,1,0,1,1,1,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",1,50,837,2,3,3,NA,0,0,1,0,2017-11-18 11:50:20.041019,1,1,4,4
"158",158,7,7,7,7,7,1,2,1,1,2,7,7,7,7,7,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",0.940571265628333,50,837,2,5,NA,1943.5,0,0,0,1,2017-11-18 12:23:05.501017,1,2,1,1
"159",159,6,6,6,4,7,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,0,NA,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,90,837,2,5,11,1964,0,0,1,0,NA,1,NA,1,NA
"160",160,7,6,6,4,6,4,3,2,1,6,6,5,6,4,7,1,2,1,1,5,1,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",0.950121422073481,30,837,1,6,NA,1954,0,1,0,0,2017-11-18 13:23:13.261629,1,1,3,3
"161",161,6,6,6,7,7,1,2,1,1,1,6,6,7,6,7,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,70,837,2,4,11,1954,1,0,0,0,2017-11-18 11:44:03.310041,1,1,1,1
"162",162,7,6,6,4,7,1,1,1,7,2,5,7,7,2,7,1,2,1,2,4,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,50,837,1,6,11,NA,0,1,0,0,2017-11-18 11:38:29.008261,1,1,4,4
"163",163,6,4,4,4,4,5,4,4,4,5,5,2,5,5,NA,5,3,3,4,2,1,1,1,1,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,80,NA,2,3,4,1964,0,0,1,0,2017-11-19 16:24:05.821787,1,1,4,4
"164",164,7,7,6,6,6,2,2,1,1,2,7,1,6,6,6,2,1,1,1,2,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",1,75,837,2,5,NA,1964,0,0,1,0,2017-11-20 12:49:15.363035,1,1,1,1
"165",165,6,6,7,4,6,1,2,2,2,6,7,6,7,5,7,1,2,1,2,5,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",1,80,837,1,6,NA,1943.5,0,0,1,0,2017-11-18 16:56:11.308704,1,1,1,1
"166",166,7,6,7,6,7,1,3,1,1,2,7,6,7,7,7,1,4,1,1,5,1,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,95,837,1,6,7,1943.5,1,0,0,0,2017-11-18 12:20:57.368244,1,1,1,1
"167",167,5,1,5,2,4,3,3,3,1,4,4,1,5,4,6,4,2,2,1,4,1,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",NA,30,837,2,5,12,1974,0,1,0,0,2017-11-19 06:35:20.249729,1,2,4,4
"168",168,7,6,7,6,7,1,2,1,2,2,7,5,7,6,7,1,1,1,2,4,1,NA,0,0,0,1,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",0.976179098526697,50,2511,1,6,NA,NA,0,1,0,0,2017-11-18 11:20:27.569784,1,1,2,2
"169",169,7,7,6,7,7,1,2,1,3,2,7,6,5,5,7,1,4,2,3,4,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",0,60,837,1,NA,9,1954,0,0,1,0,2017-11-18 17:45:57.881954,1,1,2,2
"170",170,7,6,6,6,7,1,5,1,2,2,7,6,7,6,7,2,3,1,2,2,1,1,1,0,1,1,1,1,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",1,60,837,2,3,NA,1954,0,0,0,1,2017-11-18 11:33:20.204754,1,1,1,1
"171",171,7,7,7,7,6,2,2,1,2,1,7,6,7,7,4,1,7,1,1,1,0,0,0,0,0,0,0,0,1,1,"High News Interest","High Twitter Use","Strong Democrat, High News Interest, High Twitter Use",0.976179098526697,50,837,2,5,NA,1954,0,0,0,1,2017-11-18 19:11:23.313158,1,1,3,3
